Countries,Year,ACO2E,C02IACP,CBT,CC,CO2EFC,COBT,COP,CP,EBT,EC,EP,GBT,GC,GP,OBT,OC,OP,SETE,SREEP,SWSEP,TEBT,TEC,TEIGDP,TEP,Orgs
BRICS,2017,2.71,388,266.0,5172.0,13938,354.2,926,4764.0,4.0,8674,10162,-91.3,807,904.0,-127.7,1034,1205,20.3,20.3,5.4,291,5145,143,4890,BRICS
BRICS,2018,2.69,380,270.7,5313.0,14439,400.8,932,5029.0,-1.0,9348,10724,-78.9,880,957.0,-132.6,1073,1265,21.1,21.1,6.6,339,5376,141,5115,BRICS
BRICS,2019,2.63,366,283.4,5351.0,14560,427.3,949,5202.0,-19.0,9763,11152,-82.3,920,1000.0,-137.7,1101,1310,21.7,21.7,7.4,365,5531,139,5309,BRICS
BRICS,2020,2.58,364,274.3,5310.0,14340,452.6,913,5199.0,-5.0,9948,11249,-58.6,905,968.0,-122.1,1090,1283,22.0,22.0,8.4,420,5561,141,5277,BRICS
BRICS,2021,2.6,361,293.6,5679.0,15303,442.5,926,5510.0,-19.0,10831,12221,-34.6,1014,1059.0,-123.6,1136,1342,22.9,22.9,10.2,438,5880,139,5532,BRICS
BRICS,2022,2.57,355,313.4,6136.0,15570,435.5,948,6038.0,-23.0,11231,12703,16.4,980,976.0,-97.4,1170,1339,23.2,23.2,11.9,514,6059,138,5700,BRICS
Belgium,1990,2.26,323,14.3,17.0,107,26.7,0,2.0,-4.0,59,71,9.6,10,0.0,-4.5,18,29,14.7,14.7,0.0,40,47,143,13,Other
Belgium,1991,2.25,330,13.8,16.0,111,30.2,0,2.0,-2.0,62,72,10.2,10,0.0,-5.4,19,32,14.6,14.6,0.0,42,49,147,12,Other
Belgium,1992,2.19,322,13.5,14.0,110,29.8,0,1.0,0.0,64,72,10.7,11,0.0,-4.4,20,32,15.0,15.0,0.0,43,50,147,12,Other
Belgium,1993,2.22,320,11.3,14.0,108,28.3,0,1.0,2.0,65,71,11.1,11,0.0,-3.7,19,31,15.4,15.4,0.0,42,49,145,12,Other
Belgium,1994,2.18,326,12.5,14.0,114,28.7,0,1.0,4.0,68,72,11.5,11,0.0,-1.6,22,32,14.8,14.8,0.0,46,52,149,11,Other
Belgium,1995,2.16,319,14.2,14.0,114,26.4,0,1.0,4.0,70,74,12.6,13,0.0,0.1,21,29,14.9,14.9,0.0,47,53,148,12,Other
Belgium,1996,2.14,331,12.1,13.0,120,31.8,0,1.0,4.0,71,76,14.4,14,0.0,-2.7,23,35,14.4,14.4,0.0,50,56,154,12,Other
Belgium,1997,2.07,309,11.7,12.0,116,33.1,0,0.0,3.0,73,79,13.6,14,0.0,-3.5,23,37,15.0,15.0,0.0,49,56,149,13,Other
Belgium,1998,2.08,311,12.4,12.0,119,34.6,0,0.0,1.0,76,83,15.0,15,0.0,-3.7,23,38,15.2,15.2,0.0,52,57,149,13,Other
Belgium,1999,2.01,290,10.5,11.0,115,32.2,0,0.0,1.0,76,85,16.3,16,0.0,-4.0,23,36,15.2,15.2,0.0,49,57,144,14,Other
Belgium,2000,2.02,284,11.0,12.0,117,34.0,0,0.0,4.0,79,84,16.0,16,0.0,-4.4,23,38,15.4,15.4,0.0,51,58,140,14,Other
Belgium,2001,2.03,280,11.9,11.0,117,33.2,0,0.0,9.0,80,80,16.1,16,0.0,-3.4,23,40,15.3,15.3,0.0,52,58,138,13,Other
Belgium,2002,2.0,263,8.3,10.0,111,33.9,0,0.0,8.0,80,82,16.6,17,0.0,-4.1,22,46,16.1,16.1,0.1,49,56,131,13,Other
Belgium,2003,1.98,269,8.8,9.0,115,36.2,0,0.0,6.0,82,85,17.3,18,0.0,-3.5,23,46,15.9,15.9,0.1,53,58,136,14,Other
Belgium,2004,1.95,257,9.0,9.0,114,35.1,0,0.0,8.0,83,84,17.8,18,0.0,-2.6,23,43,16.1,16.1,0.2,54,58,132,14,Other
Belgium,2005,1.93,248,8.0,8.0,112,32.3,0,0.0,6.0,83,86,18.0,18,0.0,0.3,23,37,16.3,16.3,0.3,53,58,128,14,Other
Belgium,2006,1.92,238,7.3,8.0,111,32.4,0,0.0,10.0,86,85,18.2,18,0.0,-0.3,22,37,17.2,17.2,0.4,53,57,123,14,Other
Belgium,2007,1.89,221,6.5,7.0,107,33.1,0,0.0,7.0,86,88,18.2,18,0.0,-1.8,21,39,17.8,17.8,0.6,51,56,117,14,Other
Belgium,2008,1.87,225,7.4,7.0,109,33.5,0,0.0,11.0,86,84,18.2,18,0.0,1.2,23,38,16.7,16.7,0.8,56,58,120,14,Other
Belgium,2009,1.79,210,4.0,5.0,100,29.9,0,0.0,-2.0,81,91,18.2,19,0.0,0.3,21,35,17.1,17.1,1.3,48,56,117,15,Other
Belgium,2010,1.82,224,5.7,6.0,109,31.1,0,0.0,1.0,87,95,20.5,21,0.0,1.3,22,35,16.8,16.8,2.0,54,60,123,16,Other
Belgium,2011,1.77,199,5.4,5.0,99,28.8,0,0.0,3.0,85,91,17.9,18,0.0,0.8,20,33,17.6,17.6,3.9,48,56,113,16,Other
Belgium,2012,1.83,196,4.7,5.0,98,30.2,0,0.0,10.0,85,83,17.7,18,0.0,-2.8,20,35,17.4,17.4,5.9,46,54,107,14,Other
Belgium,2013,1.78,198,5.1,5.0,99,28.0,0,0.0,10.0,84,83,18.2,18,0.0,1.1,21,32,16.6,16.6,7.6,49,56,111,15,Other
Belgium,2014,1.75,181,5.1,5.0,92,32.5,0,0.0,18.0,83,73,16.0,16,0.0,-3.9,21,35,17.1,17.1,10.4,47,53,103,13,Other
Belgium,2015,1.85,186,4.8,5.0,97,31.8,0,0.0,21.0,83,70,17.1,17,0.0,-1.8,21,35,16.7,16.7,12.4,50,53,101,11,Other
Belgium,2016,1.72,182,4.3,5.0,96,31.0,0,0.0,6.0,84,86,17.5,17,0.0,-2.2,21,34,16.7,16.7,10.0,48,56,105,15,Other
Belgium,2017,1.72,177,4.2,5.0,95,33.1,0,0.0,6.0,84,87,17.5,18,0.0,-4.0,20,35,16.9,16.9,11.4,48,55,103,15,Other
Belgium,2018,1.8,176,4.7,5.0,96,32.2,0,0.0,17.0,84,75,18.5,18,0.0,0.0,20,34,16.8,16.8,15.3,53,53,98,12,Other
Belgium,2019,1.74,171,4.5,5.0,95,33.5,0,0.0,-2.0,84,94,18.8,18,0.0,-2.9,19,35,17.1,17.1,15.0,50,55,98,16,Other
Belgium,2020,1.73,166,3.5,4.0,87,26.3,0,0.0,0.0,81,89,18.2,18,0.0,-0.1,18,27,17.4,17.4,20.1,45,51,96,14,Other
Belgium,2021,1.64,164,3.5,4.0,91,27.8,0,0.0,-8.0,83,100,18.4,18,0.0,-0.6,19,31,16.8,16.8,17.5,46,56,100,18,Other
Belgium,2022,1.7,151,4.1,4.0,87,26.8,0,0.0,-8.0,78,95,16.0,16,0.0,0.3,18,29,17.2,17.2,19.7,44,51,88,16,Other
Brazil,1990,1.38,127,10.7,15.0,194,28.9,33,5.0,27.0,216,223,0.0,4,4.0,-1.1,57,60,15.9,15.9,0.0,39,141,92,105,Other
Brazil,1991,1.39,129,11.8,18.0,199,26.6,32,5.0,27.0,223,234,0.0,4,4.0,0.9,58,58,16.1,16.1,0.0,40,143,93,105,Other
Brazil,1992,1.41,132,11.4,17.0,204,26.8,33,5.0,24.0,228,242,0.0,4,4.0,1.5,60,60,16.2,16.2,0.0,40,145,94,105,Other
Brazil,1993,1.42,131,12.1,17.0,211,25.7,33,5.0,28.0,239,252,0.0,5,5.0,7.5,62,61,16.5,16.5,0.0,46,149,92,106,Other
Brazil,1994,1.4,128,12.8,18.0,219,28.0,35,5.0,32.0,248,260,0.0,5,5.0,5.3,66,64,16.3,16.3,0.0,47,156,91,111,Other
Brazil,1995,1.46,132,13.6,19.0,236,24.8,36,5.0,35.0,262,276,0.0,5,5.0,8.6,70,63,16.6,16.6,0.0,48,162,91,113,Other
Brazil,1996,1.49,140,14.6,19.0,255,28.8,41,5.0,37.0,275,291,0.0,6,6.0,10.5,75,67,16.6,16.6,0.0,55,170,93,119,Other
Brazil,1997,1.52,144,14.6,20.0,272,29.1,44,6.0,40.0,293,308,0.0,6,6.0,11.0,81,73,16.7,16.7,0.0,56,179,95,127,Other
Brazil,1998,1.52,148,14.6,19.0,279,28.0,51,6.0,39.0,305,322,0.0,7,7.0,9.3,85,78,16.8,16.8,0.0,52,183,97,134,Other
Brazil,1999,1.54,152,13.9,20.0,289,23.7,57,6.0,40.0,313,335,0.4,8,7.0,9.8,87,81,16.9,16.9,0.0,48,188,99,142,Other
Brazil,2000,1.59,151,14.8,22.0,300,19.2,64,7.0,44.0,329,349,2.3,10,8.0,8.6,88,82,17.6,17.6,0.0,44,188,95,148,Other
Brazil,2001,1.6,152,14.6,21.0,307,15.6,67,6.0,38.0,307,329,4.8,13,8.0,7.0,88,85,16.4,16.4,0.0,40,192,95,152,Other
Brazil,2002,1.55,147,15.1,20.0,305,7.5,75,5.0,37.0,321,346,5.6,15,10.0,5.2,85,84,16.6,16.6,0.0,31,197,95,168,Other
Brazil,2003,1.5,143,16.1,21.0,300,5.1,78,5.0,37.0,339,364,5.2,16,11.0,1.6,82,84,17.3,17.3,0.0,25,200,95,179,Other
Brazil,2004,1.5,143,16.1,22.0,317,11.1,77,5.0,37.0,356,387,8.4,20,11.0,-0.1,85,90,17.2,17.2,0.0,32,212,95,184,Other
Brazil,2005,1.48,140,15.4,21.0,321,3.5,85,6.0,39.0,371,403,9.3,21,12.0,1.1,87,90,17.6,17.6,0.0,25,217,95,196,Other
Brazil,2006,1.45,136,14.9,21.0,325,-1.7,90,6.0,41.0,386,419,10.2,22,12.0,2.1,88,91,17.7,17.7,0.1,21,225,94,208,Other
Brazil,2007,1.43,135,16.4,22.0,340,-0.3,92,6.0,39.0,406,445,10.7,22,11.0,4.0,92,93,17.6,17.6,0.1,25,237,94,218,Other
Brazil,2008,1.43,135,17.2,22.0,359,-2.6,96,7.0,42.0,423,463,11.8,27,15.0,7.4,95,94,17.6,17.6,0.2,27,251,95,230,Other
Brazil,2009,1.38,126,13.1,18.0,335,-7.6,102,6.0,40.0,421,466,8.9,21,12.0,5.5,94,94,17.9,17.9,0.3,16,242,91,232,Other
Brazil,2010,1.41,133,17.7,23.0,379,-14.8,108,5.0,35.0,459,516,13.1,29,16.0,15.1,104,94,17.5,17.5,0.4,25,268,94,248,Other
Brazil,2011,1.47,135,20.1,25.0,400,-13.8,110,6.0,36.0,476,532,10.9,29,18.0,17.5,109,97,17.6,17.6,0.5,29,272,92,251,Other
Brazil,2012,1.53,143,18.1,25.0,433,-9.6,109,7.0,40.0,492,552,13.7,34,20.0,17.6,116,103,17.7,17.7,0.9,34,282,94,252,Other
Brazil,2013,1.58,150,19.9,28.0,465,-0.1,106,9.0,40.0,509,571,17.6,40,22.0,16.0,120,110,18.0,18.0,1.2,47,295,95,254,Other
Brazil,2014,1.61,157,22.2,30.0,491,-8.5,118,8.0,34.0,522,590,20.1,44,24.0,17.7,124,112,18.1,18.1,2.1,44,305,97,268,Other
Brazil,2015,1.56,155,22.6,30.0,467,-22.2,127,8.0,34.0,514,581,19.1,43,25.0,15.0,115,105,18.2,18.2,3.7,26,299,99,279,Other
Brazil,2016,1.5,148,20.6,27.0,433,-35.1,132,7.0,41.0,514,579,12.2,37,25.0,16.2,110,98,18.5,18.5,5.8,8,288,99,286,Other
Brazil,2017,1.5,149,22.7,27.0,441,-45.5,138,5.0,36.0,520,589,11.1,39,28.0,21.5,111,94,18.4,18.4,7.3,4,293,99,296,Other
Brazil,2018,1.44,138,22.8,26.0,416,-45.2,135,5.0,35.0,531,601,10.7,36,25.0,16.2,104,92,19.1,19.1,8.6,-2,289,96,298,Other
Brazil,2019,1.42,137,20.2,25.0,418,-53.6,145,5.0,25.0,538,626,9.9,37,27.0,18.6,105,92,19.1,19.1,10.0,-11,294,97,313,Other
Brazil,2020,1.38,135,17.4,23.0,396,-61.0,154,5.0,25.0,534,621,9.7,34,25.0,8.0,100,96,19.3,19.3,10.9,-32,288,98,323,Other
Brazil,2021,1.49,146,21.8,29.0,447,-56.3,151,7.0,23.0,563,656,17.0,42,25.0,15.1,108,98,19.4,19.4,13.6,-11,301,98,316,Other
Brazil,2022,1.36,133,16.5,22.0,420,-54.6,157,7.0,9.0,570,668,9.0,32,23.0,14.5,111,105,18.6,18.6,16.4,-21,308,98,340,Other
CIS,1990,2.58,811,-43.0,659.0,3556,-107.1,577,683.0,-21.0,1417,1675,-109.5,704,800.0,-52.5,372,417,11.3,11.3,0.0,-273,1380,315,1662,Other
CIS,1991,2.56,850,-21.9,616.0,3499,-68.4,524,619.0,-8.0,1387,1634,-110.1,716,798.0,-31.8,374,417,11.3,11.3,0.0,-200,1366,332,1570,Other
CIS,1992,2.57,894,-28.2,581.0,3173,-81.2,450,589.0,-7.0,1289,1529,-98.9,679,764.0,-28.9,308,347,11.6,11.6,0.0,-206,1233,347,1456,Other
CIS,1993,2.52,896,-17.7,507.0,2869,-88.0,401,519.0,-13.0,1186,1436,-107.7,651,751.0,-28.3,259,293,11.6,11.6,0.0,-213,1140,356,1362,Other
CIS,1994,2.52,917,-13.9,445.0,2514,-100.0,363,460.0,-9.0,1066,1309,-108.8,601,709.0,-38.7,204,248,12.0,12.0,0.0,-236,998,364,1252,Other
CIS,1995,2.52,935,-9.0,429.0,2415,-98.5,353,419.0,-9.0,1035,1270,-118.2,570,695.0,-38.1,199,238,11.9,11.9,0.0,-235,960,371,1213,Other
CIS,1996,2.47,927,-13.6,401.0,2300,-112.3,356,386.0,-8.0,994,1237,-123.6,566,702.0,-53.5,179,229,12.5,12.5,0.0,-272,931,375,1203,Other
CIS,1997,2.44,863,-20.0,357.0,2168,-120.9,359,371.0,-9.0,968,1211,-120.8,543,657.0,-51.7,174,227,12.7,12.7,0.0,-280,890,354,1163,Other
CIS,1998,2.47,889,-18.2,348.0,2150,-132.6,361,357.0,-4.0,943,1193,-126.5,546,675.0,-48.5,170,218,12.8,12.8,0.0,-292,870,359,1171,Other
CIS,1999,2.46,857,-26.6,350.0,2182,-143.2,369,368.0,-7.0,960,1214,-130.6,563,688.0,-53.0,166,218,12.7,12.7,0.0,-317,888,349,1208,Other
CIS,2000,2.45,796,-42.7,353.0,2207,-156.8,392,388.0,-7.0,985,1250,-137.0,569,704.0,-57.6,164,227,12.8,12.8,0.0,-347,899,324,1256,Other
CIS,2001,2.44,748,-44.6,345.0,2200,-174.0,423,397.0,-7.0,991,1270,-134.6,576,703.0,-68.2,163,239,12.8,12.8,0.0,-375,903,307,1294,Other
CIS,2002,2.42,711,-47.6,342.0,2197,-198.6,463,381.0,-6.0,992,1274,-141.5,580,722.0,-86.3,162,253,13.1,13.1,0.0,-426,907,293,1345,Other
CIS,2003,2.41,682,-56.7,357.0,2270,-239.5,510,408.0,-10.0,1026,1317,-142.5,608,753.0,-87.2,164,258,13.2,13.2,0.0,-473,942,283,1432,Other
CIS,2004,2.38,633,-68.6,349.0,2279,-274.2,556,413.0,-12.0,1052,1346,-157.2,621,775.0,-93.3,164,264,13.2,13.2,0.0,-535,959,266,1505,Other
CIS,2005,2.39,598,-84.6,351.0,2296,-285.1,573,439.0,-16.0,1080,1373,-168.6,626,791.0,-106.6,165,277,13.5,13.5,0.0,-579,961,250,1550,Other
CIS,2006,2.41,571,-86.8,366.0,2383,-291.1,596,453.0,-21.0,1134,1431,-170.1,637,807.0,-106.2,170,285,13.8,13.8,0.0,-587,990,237,1597,Other
CIS,2007,2.39,524,-90.8,363.0,2382,-313.4,620,454.0,-18.0,1165,1458,-172.5,647,817.0,-112.1,172,292,13.9,13.9,0.0,-623,995,219,1636,Other
CIS,2008,2.39,508,-92.0,392.0,2430,-310.1,624,483.0,-21.0,1187,1483,-171.7,652,845.0,-111.9,176,296,14.0,14.0,0.0,-618,1017,213,1673,Other
CIS,2009,2.38,501,-109.1,349.0,2232,-328.6,640,440.0,-18.0,1130,1407,-146.8,603,746.0,-117.7,168,292,14.1,14.1,0.0,-633,939,211,1587,Other
CIS,2010,2.35,512,-127.8,368.0,2391,-331.9,656,473.0,-25.0,1194,1483,-163.9,663,827.0,-125.6,173,308,13.9,13.9,0.0,-670,1017,218,1692,Other
CIS,2011,2.38,510,-112.8,389.0,2495,-327.1,660,485.0,-30.0,1216,1514,-181.3,679,861.0,-124.6,175,313,13.9,13.9,0.0,-671,1047,214,1730,Other
CIS,2012,2.35,486,-132.1,404.0,2465,-320.2,663,526.0,-26.0,1242,1543,-197.4,662,851.0,-125.2,178,315,14.3,14.3,0.1,-689,1049,207,1753,Other
CIS,2013,2.36,464,-143.8,380.0,2413,-316.4,669,521.0,-23.0,1239,1538,-229.4,651,878.0,-141.1,173,325,14.8,14.8,0.1,-734,1024,197,1779,Other
CIS,2014,2.31,441,-151.5,356.0,2300,-302.8,671,503.0,-20.0,1232,1532,-227.3,625,848.0,-144.7,180,344,14.6,14.6,0.2,-726,995,191,1746,Other
CIS,2015,2.33,436,-144.5,350.0,2234,-321.0,677,488.0,-17.0,1227,1517,-246.1,595,839.0,-145.6,180,338,14.8,14.8,0.2,-756,960,187,1739,Other
CIS,2016,2.26,434,-157.9,345.0,2237,-333.1,687,501.0,-24.0,1248,1545,-258.6,595,844.0,-127.6,175,325,14.6,14.6,0.2,-771,989,192,1776,Other
CIS,2017,2.27,433,-173.1,343.0,2283,-336.4,691,525.0,-24.0,1265,1554,-273.7,617,900.0,-130.3,182,336,14.5,14.5,0.2,-797,1007,191,1844,Other
CIS,2018,2.21,437,-188.6,368.0,2379,-343.3,704,566.0,-31.0,1304,1593,-297.6,655,963.0,-133.0,183,334,14.0,14.0,0.3,-837,1077,198,1922,Other
CIS,2019,2.23,427,-195.6,371.0,2390,-352.8,709,582.0,-30.0,1303,1596,-308.6,667,991.0,-132.7,186,336,13.8,13.8,0.6,-859,1074,192,1965,Other
CIS,2020,2.19,420,-197.1,355.0,2292,-318.9,657,542.0,-15.0,1281,1563,-277.2,638,931.0,-120.6,184,315,13.8,13.8,1.0,-786,1046,192,1840,Other
CIS,2021,2.23,441,-197.7,370.0,2518,-312.3,669,582.0,-23.0,1354,1658,-293.2,707,1011.0,-121.3,194,329,13.7,13.7,1.3,-794,1128,197,1948,Other
CIS,2022,2.25,444,-196.7,368.0,2458,-342.4,678,583.0,-4.0,1326,1617,-198.9,679,900.0,-111.3,198,322,13.7,13.7,1.1,-735,1092,197,1859,Other
Canada,1990,2.04,519,-16.7,49.0,430,-10.1,92,68.0,0.0,441,482,-40.0,67,109.0,-3.6,77,85,22.7,22.7,0.0,-59,211,255,276,Other
Canada,1991,2.01,522,-21.3,51.0,423,-14.8,92,71.0,-18.0,446,509,-47.4,68,115.0,-5.1,73,83,23.2,23.2,0.0,-76,210,260,288,Other
Canada,1992,2.02,533,-15.0,53.0,436,-20.3,96,66.0,-25.0,451,520,-56.2,71,126.0,-3.4,75,82,23.0,23.0,0.0,-84,216,264,297,Other
Canada,1993,1.95,519,-19.7,50.0,435,-20.6,101,69.0,-27.0,460,532,-62.2,74,139.0,-4.9,76,84,22.9,22.9,0.0,-94,223,266,319,Other
Canada,1994,1.96,515,-22.3,52.0,452,-22.7,105,73.0,-44.0,467,556,-70.4,77,150.0,-4.9,77,85,22.4,22.4,0.0,-107,231,263,341,Other
Canada,1995,1.97,512,-23.7,53.0,461,-28.6,110,75.0,-36.0,476,560,-78.4,81,159.0,-5.2,79,85,22.4,22.4,0.0,-120,234,260,352,Other
Canada,1996,1.99,520,-21.9,54.0,476,-27.8,113,76.0,-38.0,484,573,-78.9,85,165.0,-7.1,81,89,22.0,22.0,0.0,-120,239,261,361,Other
Canada,1997,2.04,515,-21.6,57.0,493,-28.3,119,79.0,-36.0,490,574,-80.5,86,168.0,-6.7,84,91,22.0,22.0,0.0,-122,242,252,367,Other
Canada,1998,2.07,506,-15.1,60.0,498,-34.7,125,75.0,-27.0,488,562,-88.4,83,173.0,-5.4,85,91,22.4,22.4,0.0,-125,240,244,368,Other
Canada,1999,2.06,498,-13.4,59.0,509,-27.6,120,72.0,-29.0,498,579,-94.3,87,176.0,-6.4,87,93,22.1,22.1,0.0,-123,247,242,367,Other
Canada,2000,2.08,494,-8.5,64.0,530,-30.0,125,69.0,-36.0,514,606,-99.6,92,182.0,-7.0,87,95,22.3,22.3,0.1,-127,254,237,375,Other
Canada,2001,2.09,481,-5.5,63.0,524,-28.8,127,70.0,-23.0,514,590,-104.3,87,186.0,-8.6,89,97,23.0,23.0,0.1,-129,250,230,379,Other
Canada,2002,2.11,471,-4.7,62.0,530,-35.7,133,67.0,-20.0,524,601,-101.1,91,187.0,-11.3,89,100,22.8,22.8,0.1,-137,251,223,387,Other
Canada,2003,2.09,472,-5.7,63.0,552,-38.1,140,62.0,-7.0,535,590,-91.8,95,184.0,-9.0,96,105,22.4,22.4,0.1,-130,264,226,389,Other
Canada,2004,2.01,449,-6.5,60.0,545,-40.7,145,66.0,-11.0,542,600,-94.4,93,184.0,-9.0,99,107,22.1,22.1,0.2,-135,271,223,401,Other
Canada,2005,2.04,436,-6.2,59.0,555,-36.7,140,70.0,-23.0,535,621,-96.7,99,188.0,-5.1,102,103,22.4,22.4,0.3,-130,273,214,401,Other
Canada,2006,1.98,413,-5.5,59.0,548,-49.3,155,70.0,-18.0,526,610,-92.4,98,188.0,-5.8,102,101,22.4,22.4,0.4,-139,277,209,418,Other
Canada,2007,2.09,409,-11.3,64.0,580,-51.8,159,74.0,-31.0,538,628,-95.2,98,183.0,-8.2,106,103,22.0,22.0,0.5,-150,277,195,420,Other
Canada,2008,2.07,389,-9.7,58.0,558,-53.8,157,68.0,-32.0,531,633,-87.4,96,174.0,-5.2,102,99,22.3,22.3,0.6,-142,270,188,408,Other
Canada,2009,2.04,382,-15.1,50.0,531,-54.4,156,63.0,-34.0,516,609,-74.6,94,162.0,-7.1,99,96,22.7,22.7,1.4,-137,260,187,392,Other
Canada,2010,2.1,381,-19.8,51.0,546,-60.3,164,68.0,-25.0,520,603,-73.0,97,156.0,-6.9,103,98,22.4,22.4,2.0,-144,260,181,398,Other
Canada,2011,2.1,378,-23.7,49.0,559,-75.7,174,68.0,-37.0,530,633,-61.4,108,158.0,-3.3,104,94,22.0,22.0,2.1,-150,266,180,413,Other
Canada,2012,2.09,372,-24.6,44.0,560,-79.5,188,67.0,-47.0,527,632,-57.0,107,156.0,-10.3,106,97,21.8,21.8,2.4,-159,268,178,426,Other
